7.823987255730898713e-10,7.823987255730898713e-10,0.000000000000000000e+00
3.129555783351133567e-09,3.129581862004688216e-09,0.000000000000000000e+00
7.041392937441744281e-09,7.041523328101721457e-09,0.000000000000000000e+00
1.251783195593259745e-08,1.251819704143578960e-08,0.000000000000000000e+00
1.955879461089130913e-08,1.955957691834344170e-08,0.000000000000000000e+00
2.816420267836530618e-08,2.816563687392644714e-08,0.000000000000000000e+00
3.833397793838170543e-08,3.833635082205207856e-08,0.000000000000000000e+00
5.006804217494718637e-08,5.007169267535337903e-08,0.000000000000000000e+00
6.336631717604785540e-08,6.337163634522943666e-08,0.000000000000000000e+00
7.822872473364914004e-08,7.823615574184564931e-08,0.000000000000000000e+00
9.465518664369565653e-08,9.466522477413403562e-08,0.000000000000000000e+00
1.126456247061110576e-07,1.126588173497934533e-07,0.000000000000000000e+00
1.321999607247979334e-07,1.322169073752899435e-07,0.000000000000000000e+00
1.533181165076377185e-07,1.533394687558569157e-07,0.000000000000000000e+00
1.760000138664904672e-07,1.760264753954955053e-07,0.000000000000000000e+00
2.002455746171948403e-07,2.002779011969748120e-07,0.000000000000000000e+00
2.260547205795678797e-07,2.260937200618321639e-07,0.000000000000000000e+00
2.534273735774049562e-07,2.534739058903733831e-07,0.000000000000000000e+00
2.823634554384796628e-07,2.824184325816731290e-07,0.000000000000000000e+00
3.128628879945435770e-07,3.129272740335751104e-07,0.000000000000000000e+00
3.449255930813261813e-07,3.450004041426923502e-07,0.000000000000000000e+00
3.785514925385348367e-07,3.786377968044075031e-07,0.000000000000000000e+00
4.137405082098545708e-07,4.138394259128730670e-07,0.000000000000000000e+00
4.504925619429478662e-07,4.506052653610117542e-07,0.000000000000000000e+00
4.888075755894547135e-07,4.889352890405167555e-07,0.000000000000000000e+00
5.286854710049923462e-07,5.288294708418517404e-07,0.000000000000000000e+00
5.701261700491552415e-07,5.702877846542516515e-07,0.000000000000000000e+00
6.131295945855148018e-07,6.133102043657224391e-07,0.000000000000000000e+00
6.576956664816194610e-07,6.578967038630417503e-07,0.000000000000000000e+00
7.038243076089943668e-07,7.040472570317590342e-07,0.000000000000000000e+00
7.515154398431413809e-07,7.517618377561957539e-07,0.000000000000000000e+00
8.007689850635388668e-07,8.010404199194455982e-07,0.000000000000000000e+00
8.515848651536416902e-07,8.518829774033751170e-07,0.000000000000000000e+00
9.039630020008809011e-07,9.042894840886236153e-07,0.000000000000000000e+00
9.579033174966637341e-07,9.582599138546034709e-07,0.000000000000000000e+00
1.013405733536373290e-06,1.013794240579500770e-06,0.000000000000000000e+00
1.070470172019368856e-06,1.070892438140275094e-06,0.000000000000000000e+00
1.129096554848985476e-06,1.129554480412660263e-06,0.000000000000000000e+00
1.189284803932533748e-06,1.189780341271164016e-06,0.000000000000000000e+00
1.251034841181299816e-06,1.251569994589068859e-06,0.000000000000000000e+00
1.314346588510545163e-06,1.314923414238432066e-06,0.000000000000000000e+00
1.379219967839506607e-06,1.379840574090085889e-06,0.000000000000000000e+00
1.445654901091396094e-06,1.446321448013638192e-06,0.000000000000000000e+00
1.513651310193400696e-06,1.514366009877472243e-06,0.000000000000000000e+00
1.583209117076682396e-06,1.583974233548747136e-06,0.000000000000000000e+00
1.654328243676377669e-06,1.655146092893398425e-06,0.000000000000000000e+00
1.727008611931597906e-06,1.727881561776137913e-06,0.000000000000000000e+00
1.801250143785428984e-06,1.802180614060454289e-06,0.000000000000000000e+00
1.877052761184931062e-06,1.878043223608613123e-06,0.000000000000000000e+00
1.954416386081138788e-06,1.955469364281657085e-06,0.000000000000000000e+00
2.033340940429060665e-06,2.034459009939406998e-06,0.000000000000000000e+00
2.113826346187679264e-06,2.115012134440460782e-06,0.000000000000000000e+00
2.195872525319951220e-06,2.197128711642194722e-06,0.000000000000000000e+00
2.279479399792806604e-06,2.280808715400763260e-06,0.000000000000000000e+00
2.364646891577149338e-06,2.366052119571099840e-06,0.000000000000000000e+00
2.451374922647857200e-06,2.452858898006916906e-06,0.000000000000000000e+00
2.539663414983780555e-06,2.541229024560705482e-06,0.000000000000000000e+00
2.629512290567744044e-06,2.631162473083736865e-06,0.000000000000000000e+00
2.720921471386544469e-06,2.722659217426061352e-06,0.000000000000000000e+00
2.813890879430952065e-06,2.815719231436509516e-06,0.000000000000000000e+00
2.908420436695709651e-06,2.910342488962692198e-06,0.000000000000000000e+00
3.004510065179533477e-06,3.006528963851000516e-06,0.000000000000000000e+00
3.102159686885111954e-06,3.104278629946607127e-06,0.000000000000000000e+00
3.201369223819105655e-06,3.203591461093464965e-06,0.000000000000000000e+00
3.302138597992148161e-06,3.304467431134308926e-06,0.000000000000000000e+00
3.404467731418844788e-06,3.406906513910655030e-06,0.000000000000000000e+00
3.508356546117773441e-06,3.510908683262801684e-06,0.000000000000000000e+00
3.613804964111483758e-06,3.616473913029829262e-06,0.000000000000000000e+00
3.720812907426497117e-06,3.723602177049600529e-06,0.000000000000000000e+00
3.829380298093307057e-06,3.832293449158761064e-06,0.000000000000000000e+00
3.939507058146377582e-06,3.942547703192739682e-06,0.000000000000000000e+00
4.051193109624146130e-06,4.054364912985747589e-06,0.000000000000000000e+00
4.164438374569019758e-06,4.167745052370780499e-06,0.000000000000000000e+00
4.279242775027377259e-06,4.282688095179617785e-06,0.000000000000000000e+00
4.395606233049569167e-06,4.399194015242822482e-06,0.000000000000000000e+00
4.513528670689916055e-06,4.517262786389742133e-06,0.000000000000000000e+00
4.633010010006710237e-06,4.636894382448508789e-06,0.000000000000000000e+00
4.754050173062214069e-06,4.758088777246039853e-06,0.000000000000000000e+00
4.876649081922660798e-06,4.880845944608038086e-06,0.000000000000000000e+00
5.000806658658253713e-06,5.005165858358990756e-06,0.000000000000000000e+00
5.126522825343166994e-06,5.131048492322171331e-06,0.000000000000000000e+00
5.253797504055544867e-06,5.258493820319639482e-06,0.000000000000000000e+00
5.382630616877501598e-06,5.387501816172241084e-06,0.000000000000000000e+00
5.513022085895121498e-06,5.518072453699609056e-06,0.000000000000000000e+00
5.644971833198458074e-06,5.650205706720161676e-06,0.000000000000000000e+00
5.778479780881535724e-06,5.783901549051105115e-06,0.000000000000000000e+00
5.913545851042348042e-06,5.919159954508432596e-06,0.000000000000000000e+00
6.050169965782856970e-06,6.055980896906926081e-06,0.000000000000000000e+00
6.188352047208995344e-06,6.194364350060154584e-06,0.000000000000000000e+00
6.328092017430664346e-06,6.334310287780475013e-06,0.000000000000000000e+00
6.469389798561734355e-06,6.475818683879033020e-06,0.000000000000000000e+00
6.612245312720044948e-06,6.618889512165762999e-06,0.000000000000000000e+00
6.756658482027404050e-06,6.763522746449388935e-06,0.000000000000000000e+00
6.902629228609588782e-06,6.909718360537422707e-06,0.000000000000000000e+00
7.050157474596344616e-06,7.057476328236166634e-06,0.000000000000000000e+00
7.199243142121384526e-06,7.206796623350712621e-06,0.000000000000000000e+00
7.349886153322391527e-06,7.357679219684943013e-06,0.000000000000000000e+00
7.502086430341016139e-06,7.510124091041529743e-06,0.000000000000000000e+00
7.655843895322876383e-06,7.664131211221936031e-06,0.000000000000000000e+00
7.811158470417559478e-06,7.819700554026416377e-06,0.000000000000000000e+00
7.968030077778618449e-06,7.976832093254014873e-06,0.000000000000000000e+00
8.126458639563576366e-06,8.135525802702568590e-06,0.000000000000000000e+00
8.286444077933920413e-06,8.295781656168705034e-06,0.000000000000000000e+00
8.447986315055110358e-06,8.457599627447845536e-06,0.000000000000000000e+00
8.611085273096568389e-06,8.620979690334201867e-06,0.000000000000000000e+00
8.775740874231685891e-06,8.785921818620777925e-06,0.000000000000000000e+00
8.941953040637821751e-06,8.952425986099373130e-06,0.000000000000000000e+00
9.109721694496300664e-06,9.120492166560577337e-06,0.000000000000000000e+00
9.279046757992414829e-06,9.290120333793774229e-06,0.000000000000000000e+00
9.449928153315423945e-06,9.461310461587141309e-06,0.000000000000000000e+00
9.622365802658551826e-06,9.634062523727651605e-06,0.000000000000000000e+00
9.796359628218991484e-06,9.808376494001070273e-06,0.000000000000000000e+00
9.971909552197900041e-06,9.984252346191956293e-06,0.000000000000000000e+00
1.014901549680040043e-05,1.016169005408366586e-05,0.000000000000000000e+00
1.032767738423558479e-05,1.034068959145834730e-05,0.000000000000000000e+00
1.050789513671650766e-05,1.052125093209694615e-05,0.000000000000000000e+00
1.068966867646019109e-05,1.070337404977920347e-05,0.000000000000000000e+00
1.087299792568762294e-05,1.088705891828365415e-05,0.000000000000000000e+00
